esco_occ_uri,esco_skill_uri,relation_type,skill_type_in_occ
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/0da6cab1-0ee9-4391-a299-f71fbf21db56,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/1ca140f8-d8aa-4e02-8ddc-31cbf75dd7ae,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/557d1221-0235-4a48-ada5-8fca73443627,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/c7cc6dc5-d56b-4323-8e5c-47c4022f615f,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/cfa2be0d-96d5-4017-a866-962efb9c5070,essential,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/1a165a9b-2006-49e1-90b8-c0709933b4a3,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/8e91c9b3-45de-4db2-91df-138d10031cf0,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/9ce7c497-a019-435b-90ca-27b6889c2cb9,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/b1604a2d-c26a-427d-bda9-b8073a319fe9,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/d9e5349e-8791-49c2-8ba4-839fdd1606c2,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/da042121-959d-451b-b4d0-3bbf07c1bc67,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/eb275d0d-64bb-49cb-a501-72aff776088f,essential,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/02058de6-4b98-449f-8a45-8588b0eb2446,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/0cd6dcf1-5778-42a5-b685-4d01ae4a4871,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/0de61385-de6d-4146-ba32-1cc1bc102220,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/4f1afd9d-77a7-40f8-a3c7-fe18b984ce43,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/58d7a289-dafd-4363-833f-d1dc4140885e,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/a4d336a6-9ffd-402a-91cc-f359716ba4e0,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/e8b89eb6-51e8-4c3a-babb-88b2e110376b,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/f6d5f009-b188-45ef-98e0-18d700744892,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6,optional,knowledge
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/6efef9df-ac86-45ca-8b1b-a8178ef17b5c,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/7c5b66c6-36a1-4e03-bb57-64e8688b8f58,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/861cc783-6d4c-442e-9081-3a6e389be454,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/8fa840f7-e66a-4370-8e6d-7d554260c31c,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/bf7ea00f-db77-4a95-9b9f-2d12b6d9fcb4,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/f5dd06b8-5d17-4932-9d03-957d0c4f5051,optional,skill/competence
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,http://data.europa.eu/esco/skill/fd60bbcc-c3b6-4fa5-936c-eef5ae0a2d44,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,essential,
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/5898d99a-62a4-4e10-a2e3-0d815ce44248,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/6f1edc19-191f-4ba5-a048-ee69aff05bab,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/79f24a62-7718-46e1-9b41-37be0560a5ca,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/c7cc6dc5-d56b-4323-8e5c-47c4022f615f,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/cf532795-a1fd-43bd-8407-6e43f877e6e3,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/d78dedfc-21d2-45fd-ba05-e56b7a8865e6,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272,essential,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/85c11255-469f-41bd-a6d1-382bc4a87783,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/ab49f767-296b-47d5-af56-0b4a69515b03,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/ec85cc63-4e24-4631-bf92-8789db2605c0,essential,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/118a9b27-1c5a-4214-b685-1a4d9e6365ea,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/8efa6a7a-6556-4cb8-908d-59d3b5c58d2f,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/902fb91c-3113-4004-9b4f-79aa86b638b7,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a,optional,knowledge
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce,optional,skill/competence
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,optional,skill/competence
