child_category_uri,parent_category_uri
http://data.europa.eu/esco/isced-f/003,http://data.europa.eu/esco/isced-f/00
http://data.europa.eu/esco/skill/e1746275-6d4e-4b02-b526-eeebf3052b6d,http://data.europa.eu/esco/skill/c73521be-c039-4e22-b037-3b01b3f6f9d9
http://data.europa.eu/esco/skill/1e95cef2-9c35-4f9f-b6a9-cb458c3e5379,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740
http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,http://data.europa.eu/esco/skill/b94686e3-cce5-47a2-a8d8-402a0d0ed44e
http://data.europa.eu/esco/isced-f/068,http://data.europa.eu/esco/isced-f/06
http://data.europa.eu/esco/skill/cacc62f3-2df4-4cc3-9d5d-0d014db56bd9,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4
http://data.europa.eu/esco/isced-f/031,http://data.europa.eu/esco/isced-f/03
http://data.europa.eu/esco/skill/ac88053e-c9b5-43cf-ace1-f506bcfdc8cb,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8
http://data.europa.eu/esco/isced-f/032,http://data.europa.eu/esco/isced-f/03
http://data.europa.eu/esco/skill/0101f8a4-4243-4e67-813b-3e2a6274f7e2,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740
http://data.europa.eu/esco/skill/323b3684-86ec-40fa-81b4-bc52694ef168,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8
http://data.europa.eu/esco/isced-f/022,http://data.europa.eu/esco/isced-f/02
http://data.europa.eu/esco/isced-f/054,http://data.europa.eu/esco/isced-f/05
http://data.europa.eu/esco/skill/9827c329-3492-4e8d-852c-da0894228ff6,http://data.europa.eu/esco/skill/869fc2ce-478f-4420-8766-e1f02cec4fb2
http://data.europa.eu/esco/skill/548c3fbe-9eb1-4035-bc54-027fd5bc5315,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8
http://data.europa.eu/esco/skill/d23b21ca-2ef5-4b5e-b37e-a5311dc2e292,http://data.europa.eu/esco/skill/03e0b95b-67d1-457a-b3f7-06c407cf6bec
http://data.europa.eu/esco/isced-f/011,http://data.europa.eu/esco/isced-f/01
http://data.europa.eu/esco/skill/8bbdf1f1-e943-45fc-af2f-1446cbd88245,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8
http://data.europa.eu/esco/skill/85b379e7-e0b7-48b8-baa7-631f50a7cdd5,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8
http://data.europa.eu/esco/skill/82c084ea-15e9-4d55-98dc-ede0f767baee,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740
http://data.europa.eu/esco/isced-f/079,http://data.europa.eu/esco/isced-f/07
http://data.europa.eu/esco/skill/73dba04a-7c18-439f-8757-b5f60532ba74,http://data.europa.eu/esco/skill/869fc2ce-478f-4420-8766-e1f02cec4fb2
http://data.europa.eu/esco/skill/b99283cd-b908-4100-baa5-112692ac22b8,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8
http://data.europa.eu/esco/isced-f/073,http://data.europa.eu/esco/isced-f/07
http://data.europa.eu/esco/skill/bb99a123-88be-42a2-8758-f5a18e06ccc6,http://data.europa.eu/esco/skill/869fc2ce-478f-4420-8766-e1f02cec4fb2
http://data.europa.eu/esco/skill/2d02d98c-20c4-4b46-bf44-e5f85a3f03ed,http://data.europa.eu/esco/skill/869fc2ce-478f-4420-8766-e1f02cec4fb2
http://data.europa.eu/esco/isced-f/058,http://data.europa.eu/esco/isced-f/05
