category_uri,name,code,level,parent_uri,parent_name
http://data.europa.eu/esco/isced-f/0688,inter-disciplinary programmes and qualifications involving information and communication technologies (icts),0688,3,http://data.europa.eu/esco/isced-f/068,inter-disciplinary programmes and qualifications involving information and communication technologies (icts)
http://data.europa.eu/esco/skill/d1815c8a-7755-4fe3-bacf-68bb0b6a0b55,developing instructive or promotional materials,S1.12.2,3,http://data.europa.eu/esco/skill/c85f95ae-34fb-487b-b3d5-10803eee619d,"creating artistic, visual or instructive materials"
http://data.europa.eu/esco/isced-f/0713,electricity and energy,0713,3,http://data.europa.eu/esco/isced-f/071,engineering and engineering trades
http://data.europa.eu/esco/skill/f7fc7bf8-f41d-44af-81e3-09b88e9779e6,testing electrical and mechanical systems or equipment,S2.8.1,3,http://data.europa.eu/esco/skill/1e95cef2-9c35-4f9f-b6a9-cb458c3e5379,"monitoring, inspecting and testing"
http://data.europa.eu/esco/isced-f/0411,accounting and taxation,0411,3,http://data.europa.eu/esco/isced-f/041,business and administration
http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity,S5.6.1,3,http://data.europa.eu/esco/skill/cacc62f3-2df4-4cc3-9d5d-0d014db56bd9,"using digital tools for collaboration, content creation and problem solving"
http://data.europa.eu/esco/isced-f/0314,sociology and cultural studies,0314,3,http://data.europa.eu/esco/isced-f/031,social and behavioural sciences
http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,using computer aided design and drawing tools,S5.6.3,3,http://data.europa.eu/esco/skill/cacc62f3-2df4-4cc3-9d5d-0d014db56bd9,"using digital tools for collaboration, content creation and problem solving"
http://data.europa.eu/esco/skill/4781b6b1-07bc-44be-8c2d-de0fa5db4250,conducting gaming activities,S1.14.3,3,http://data.europa.eu/esco/skill/ac88053e-c9b5-43cf-ace1-f506bcfdc8cb,performing and entertaining
http://data.europa.eu/esco/isced-f/0321,journalism and reporting,0321,3,http://data.europa.eu/esco/isced-f/032,journalism and information
http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,monitoring developments in area of expertise,S2.9.0,3,http://data.europa.eu/esco/skill/0101f8a4-4243-4e67-813b-3e2a6274f7e2,monitoring developments in area of expertise
http://data.europa.eu/esco/isced-f/0414,marketing and advertising,0414,3,http://data.europa.eu/esco/isced-f/041,business and administration
http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,identifying opportunities,S4.1.1,3,http://data.europa.eu/esco/skill/6f89dcbe-4315-4533-8801-3aadf9190b86,developing objectives and strategies
http://data.europa.eu/esco/isced-f/0719,engineering and engineering trades not elsewhere classified,0719,3,http://data.europa.eu/esco/isced-f/071,engineering and engineering trades
http://data.europa.eu/esco/skill/9c17f73f-345c-4c55-8b59-47b445941b7b,mediating and resolving disputes,S1.1.2,3,http://data.europa.eu/esco/skill/323b3684-86ec-40fa-81b4-bc52694ef168,negotiating
http://data.europa.eu/esco/skill/b32ef8a5-e3f7-40ef-8b40-913c003e1f4e,"preparing financial documents, records, reports, or budgets",S2.2.1,3,http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc,documenting and recording information
http://data.europa.eu/esco/skill/103af23e-d56c-47ab-b991-55c94dcdef50,advising and consulting,S1.5.0,3,http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038,advising and consulting
http://data.europa.eu/esco/isced-f/0619,information and communication technologies not elsewhere classified,0619,3,http://data.europa.eu/esco/isced-f/061,information and communication technologies (icts)
http://data.europa.eu/esco/skill/8fde007e-ea4c-48c2-84c5-752834acd31d,"conducting studies, investigations and examinations",S2.1.0,3,http://data.europa.eu/esco/skill/c5b71c57-6f78-4c54-b332-ec75848f1095,"conducting studies, investigations and examinations"
http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,implementing new procedures or processes,S1.9.2,3,http://data.europa.eu/esco/skill/be7443ff-0747-43b8-8720-8e87fd34e692,solving problems
http://data.europa.eu/esco/skill/1072f444-8a7d-41c1-aa6f-d536f20d94bf,artistic and creative writing,S1.13.2,3,http://data.europa.eu/esco/skill/2f661409-3e56-46ab-95d7-6ec7786fc1c0,writing and composing
http://data.europa.eu/esco/isced-f/0223,philosophy and ethics,0223,3,http://data.europa.eu/esco/isced-f/022,humanities (except languages)
http://data.europa.eu/esco/isced-f/0322,"library, information and archival studies",0322,3,http://data.europa.eu/esco/isced-f/032,journalism and information
http://data.europa.eu/esco/isced-f/0412,"finance, banking and insurance",0412,3,http://data.europa.eu/esco/isced-f/041,business and administration
http://data.europa.eu/esco/isced-f/0542,statistics,0542,3,http://data.europa.eu/esco/isced-f/054,mathematics and statistics
http://data.europa.eu/esco/skill/92fc9726-5b5e-439e-a33c-06a8c63fbb9a,allocating and controlling resources,S4.3.0,3,http://data.europa.eu/esco/skill/9827c329-3492-4e8d-852c-da0894228ff6,allocating and controlling resources
http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analysing scientific and medical data,S2.7.2,3,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analysing and evaluating information and data
http://data.europa.eu/esco/isced-f/0313,psychology,0313,3,http://data.europa.eu/esco/isced-f/031,social and behavioural sciences
http://data.europa.eu/esco/skill/d700aa7a-0ed8-4967-a32c-4cb6075ab3b9,diagnosing health conditions,S2.1.2,3,http://data.europa.eu/esco/skill/c5b71c57-6f78-4c54-b332-ec75848f1095,"conducting studies, investigations and examinations"
http://data.europa.eu/esco/skill/c5ff50d7-97d3-401e-90ac-e5ae756a52de,monitoring health conditions of humans and animals,S2.8.6,3,http://data.europa.eu/esco/skill/1e95cef2-9c35-4f9f-b6a9-cb458c3e5379,"monitoring, inspecting and testing"
http://data.europa.eu/esco/skill/07f47dea-587c-40c0-990a-6c092cc3e6a4,interviewing,S1.7.1,3,http://data.europa.eu/esco/skill/6889a21c-837b-49a2-be61-bb6010ab63f4,obtaining information verbally
http://data.europa.eu/esco/skill/e4da156d-a6c4-4b29-935b-eff9c9553cf1,working in teams,S1.8.1,3,http://data.europa.eu/esco/skill/548c3fbe-9eb1-4035-bc54-027fd5bc5315,working with others
http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,accessing and analysing digital data,S5.5.0,3,http://data.europa.eu/esco/skill/28d2ab6c-38a2-476e-85fe-7982fd242943,accessing and analysing digital data
http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"organising, planning and scheduling work and activities",S4.2.0,3,http://data.europa.eu/esco/skill/5c26881e-2759-4a38-b136-5e0f6071b524,"organising, planning and scheduling work and activities"
http://data.europa.eu/esco/skill/57216e88-a0d3-4b8c-af6c-b8232b4f48c2,using precision hand tools,S6.7.4,3,http://data.europa.eu/esco/skill/d23b21ca-2ef5-4b5e-b37e-a5311dc2e292,using hand tools
http://data.europa.eu/esco/skill/24a39c1b-b8cc-4210-8b74-b388a90e8f59,"joining parts using soldering, welding or brazing techniques",S7.1.6,3,http://data.europa.eu/esco/skill/18da3b88-1cd5-4ef3-83d6-664e52afdaba,building and repairing structures
http://data.europa.eu/esco/isced-f/0111,education science,0111,3,http://data.europa.eu/esco/isced-f/011,education
http://data.europa.eu/esco/skill/91b0b918-942e-4661-b88c-70b9396529e5,working with others,S1.8.0,3,http://data.europa.eu/esco/skill/548c3fbe-9eb1-4035-bc54-027fd5bc5315,working with others
http://data.europa.eu/esco/skill/03961960-e729-4768-ab0a-49886132f17a,using foreign languages,S1.15.1,3,http://data.europa.eu/esco/skill/8bbdf1f1-e943-45fc-af2f-1446cbd88245,using more than one language
http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,performing calculations,S2.6.1,3,http://data.europa.eu/esco/skill/e173eaf8-c99b-405a-b0ac-0e02ce3c268d,calculating and estimating
http://data.europa.eu/esco/skill/23cfb269-eec1-4011-8e57-c86203ce9fd7,giving feedback,S1.8.3,3,http://data.europa.eu/esco/skill/548c3fbe-9eb1-4035-bc54-027fd5bc5315,working with others
http://data.europa.eu/esco/skill/0d80a782-99ff-4f49-abbe-c72524c6f390,negotiating and managing contracts and agreements,S1.1.1,3,http://data.europa.eu/esco/skill/323b3684-86ec-40fa-81b4-bc52694ef168,negotiating
http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"preparing documentation for contracts, applications, or permits",S2.2.3,3,http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc,documenting and recording information
http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"designing industrial materials, systems or products",S1.11.5,3,http://data.europa.eu/esco/skill/0a295163-3e17-47ad-99ac-2b507ce30adb,designing systems and products
http://data.europa.eu/esco/skill/ab877a24-335d-4676-b366-c5c06651481a,"communication, collaboration and creativity",S1.0.0,3,http://data.europa.eu/esco/skill/85b379e7-e0b7-48b8-baa7-631f50a7cdd5,"communication, collaboration and creativity"
http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"advising on legal, regulatory or procedural matters",S1.5.1,3,http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038,advising and consulting
http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,coaching and mentoring,S1.3.5,3,http://data.europa.eu/esco/skill/5770f630-9b25-49f3-9d37-e93ec1799749,teaching and training
http://data.europa.eu/esco/skill/7e0b93e0-0de7-4607-b07f-27a6828d3ff0,developing educational programmes,S4.1.6,3,http://data.europa.eu/esco/skill/6f89dcbe-4315-4533-8801-3aadf9190b86,developing objectives and strategies
http://data.europa.eu/esco/skill/335be43a-3267-400e-b5cb-c9e234dc7544,teaching academic or vocational subjects,S1.3.1,3,http://data.europa.eu/esco/skill/5770f630-9b25-49f3-9d37-e93ec1799749,teaching and training
http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,teaching and training,S1.3.0,3,http://data.europa.eu/esco/skill/5770f630-9b25-49f3-9d37-e93ec1799749,teaching and training
http://data.europa.eu/esco/skill/afe3d82e-4a40-4aa4-a4e9-a6097c4a391e,writing and composing,S1.13.0,3,http://data.europa.eu/esco/skill/2f661409-3e56-46ab-95d7-6ec7786fc1c0,writing and composing
http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,using digital tools for processing sound and images,S5.6.4,3,http://data.europa.eu/esco/skill/cacc62f3-2df4-4cc3-9d5d-0d014db56bd9,"using digital tools for collaboration, content creation and problem solving"
http://data.europa.eu/esco/skill/164510d1-1216-4dc0-b9d1-a7f6af19e469,developing contingency and emergency response plans,S4.1.7,3,http://data.europa.eu/esco/skill/6f89dcbe-4315-4533-8801-3aadf9190b86,developing objectives and strategies
http://data.europa.eu/esco/skill/cd9c487e-09ad-4b82-854b-118feb01f2ed,information skills,S2.0.0,3,http://data.europa.eu/esco/skill/82c084ea-15e9-4d55-98dc-ede0f767baee,information skills
http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,"browsing, searching and filtering digital data",S5.5.1,3,http://data.europa.eu/esco/skill/28d2ab6c-38a2-476e-85fe-7982fd242943,accessing and analysing digital data
http://data.europa.eu/esco/isced-f/0799,"engineering, manufacturing and construction not elsewhere classified",0799,3,http://data.europa.eu/esco/isced-f/079,"engineering, manufacturing and construction not elsewhere classified"
http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,managing budgets or finances,S4.3.1,3,http://data.europa.eu/esco/skill/9827c329-3492-4e8d-852c-da0894228ff6,allocating and controlling resources
http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe,creating visual displays and decorations,S1.12.1,3,http://data.europa.eu/esco/skill/c85f95ae-34fb-487b-b3d5-10803eee619d,"creating artistic, visual or instructive materials"
http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,maintaining operational records,S2.2.5,3,http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc,documenting and recording information
http://data.europa.eu/esco/skill/77e41477-4ecf-425b-8163-b18a5a54e593,recruiting and hiring,S4.7.0,3,http://data.europa.eu/esco/skill/73dba04a-7c18-439f-8757-b5f60532ba74,recruiting and hiring
http://data.europa.eu/esco/skill/663e753c-2fc4-4bf6-9a06-a6ab2d705238,purchasing goods or services,S1.6.3,3,http://data.europa.eu/esco/skill/b99283cd-b908-4100-baa5-112692ac22b8,"promoting, selling and purchasing"
http://data.europa.eu/esco/skill/64aeee4d-3791-4448-8ed8-9b49ad04f2fb,translating and interpreting,S1.15.2,3,http://data.europa.eu/esco/skill/8bbdf1f1-e943-45fc-af2f-1446cbd88245,using more than one language
http://data.europa.eu/esco/isced-f/0541,mathematics,0541,3,http://data.europa.eu/esco/isced-f/054,mathematics and statistics
http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operating audio-visual equipment,S8.6.2,3,http://data.europa.eu/esco/skill/4d7fb3eb-554a-4cf1-a576-bf6e153bdba2,using precision instrumentation and equipment
http://data.europa.eu/esco/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,advising on workplace health and safety issues,S1.5.9,3,http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038,advising and consulting
http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"using word processing, publishing and presentation software",S5.6.2,3,http://data.europa.eu/esco/skill/cacc62f3-2df4-4cc3-9d5d-0d014db56bd9,"using digital tools for collaboration, content creation and problem solving"
http://data.europa.eu/esco/skill/f73c2c9e-b097-4fcb-95d1-659ea0bd54a3,allocating and controlling physical resources,S4.3.3,3,http://data.europa.eu/esco/skill/9827c329-3492-4e8d-852c-da0894228ff6,allocating and controlling resources
http://data.europa.eu/esco/skill/5c2d5780-23ed-4372-bb8d-c1846ee404ae,monitoring financial and economic resources and activity,S2.8.3,3,http://data.europa.eu/esco/skill/1e95cef2-9c35-4f9f-b6a9-cb458c3e5379,"monitoring, inspecting and testing"
http://data.europa.eu/esco/isced-f/0415,secretarial and office work,0415,3,http://data.europa.eu/esco/isced-f/041,business and administration
http://data.europa.eu/esco/isced-f/0732,building and civil engineering,0732,3,http://data.europa.eu/esco/isced-f/073,architecture and construction
http://data.europa.eu/esco/skill/2258cde2-a95b-4b2c-b105-59e84b0a364b,managing and administering human resources,S4.3.2,3,http://data.europa.eu/esco/skill/9827c329-3492-4e8d-852c-da0894228ff6,allocating and controlling resources
http://data.europa.eu/esco/skill/d94e1143-3a3a-4f6a-a881-df93bf56cf23,analysing financial and economic data,S2.7.3,3,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analysing and evaluating information and data
http://data.europa.eu/esco/skill/c7f96545-46c4-451a-b284-014f4baed5ed,making decisions,S4.9.0,3,http://data.europa.eu/esco/skill/bb99a123-88be-42a2-8758-f5a18e06ccc6,making decisions
http://data.europa.eu/esco/skill/173fbafb-d2e0-4b89-be1c-548b1cc47160,assisting and supporting co-workers,S1.8.6,3,http://data.europa.eu/esco/skill/548c3fbe-9eb1-4035-bc54-027fd5bc5315,working with others
http://data.europa.eu/esco/skill/b036eb5c-6a48-45b9-b2c6-f42f9e336204,advising on business or operational matters,S1.5.7,3,http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038,advising and consulting
http://data.europa.eu/esco/skill/db54693e-bcb0-4dae-8885-a43d510fb71f,developing health programmes,S4.1.5,3,http://data.europa.eu/esco/skill/6f89dcbe-4315-4533-8801-3aadf9190b86,developing objectives and strategies
http://data.europa.eu/esco/skill/dfae80db-cf29-41e1-a48c-2bee901afff1,building and developing teams,S4.6.0,3,http://data.europa.eu/esco/skill/2d02d98c-20c4-4b46-bf44-e5f85a3f03ed,building and developing teams
http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,entering and transforming information,S2.4.2,3,http://data.europa.eu/esco/skill/587e1cd6-a376-4c8f-8369-187c128d72a3,processing information
