Skill,Count
Robotics,7
Availability,7
Healthcare,7
Defensive cyber military operations,7
NoCode Interactive Loyalty Tools,7
Passion for Building,7
Brand Economy,7
Master's Degree in Computer Science,7
Writing Clear Documentation,7
Okta,7
Verbal communication,7
Software maintenance,7
UX/UI Design,7
Computer Science degree,7
Presentation Skills,7
Startup Experience,7
PL/SQL,7
RESTful web services,7
Efficiency,7
Functional programming,7
Tech Trends,7
Multitasking,7
Knowledge Sharing,7
Configuration Management,7
LESS,7
Best Practices,7
5+ Years of Experience in JavaScript Java TypeScript SQL Python or Go,7
Equal opportunity employer,7
401(k),7
Paid Time Off,7
Openshift,7
Software support,7
Smart contract protocols,7
UI design,7
6+ years of software engineering experience,7
Organizational Skills,7
Bachelor's in Computer Science,7
Entrepreneurship,7
AWS Solutions Architect,7
Dental Insurance,7
Vision Insurance,7
Open Source RDBMS and NoSQL Databases,7
Technology Trends,7
Fastpaced environment,7
Ruby on Rails,7
NUnit,7
TestDriven Development (TDD),7
Mobile development,7
US Citizenship,7
Hardware Engineering,7
Brand Building,7
Google Cloud Platform (GCP),7
Javascript/Typescript,7
Testable Code,7
Remote work,7
Nocode tooling,7
Leading Team,7
SOLID principles,7
Team management,7
User experience design,7
Internship experience,7
Gitlab,7
AWS EC2,7
Engineering Design,7
Mobile Development,7
Machine Learning Models,7
Data Science Projects,7
UX Design,7
Protractor,7
Strong work ethic,7
Excitement for Web3,7
SOA,7
Team Player,7
ML models,7
YAML,7
Serverless architecture,7
API Management,7
Athena,7
Frontend infrastructure,7
6+ years of professional software engineering experience,7
Excellent communication skills,7
Production Support,7
Observability,7
3+ Years Experience in Open Source Frameworks,7
Solution Architecture,7
Deployment Tools,7
LLMs,7
JavaScript/Typescript,7
Cloud architecture,6
1 year experience with cloud computing,6
Analysis,6
Startup experience,6
R,6
CI/CD tools,6
SQL databases,6
Space Domain Systems,6
Mobile,6
Independent work,6
SAFe for Teams Certification,6
Programming Languages (JavaScript Java HTML/CSS TypeScript SQL Python Go),6
Node JS,6
Logging,6
Initiative,6
Crossfunctional collaboration,6
UI Design,6
Azure Cloud,6
Code Quality,6
JMeter,6
Endtoend testing,6
Experimentation,6
Full Stack development,6
Computer Science Degree,6
SEO,6
Security Testing,6
Instrumentation,6
Data Integration,6
DB2,6
Mocha,6
Puppet,6
PowerShell,6
Financial APIs,6
1+ Years of Experience with AWS GCP Microsoft Azure or Another Cloud Service,6
SAFe,6
Code documentation,6
Pivotal Cloud Foundry,6
Datadog,6
AWS API Gateway,6
Interpersonal Skills,6
Flutter,6
Coding standards,6
Developer tooling,6
Ability to work independently and as part of a team,6
Solidity,6
Scripting,6
Management Information Systems,6
Continuous Integration/Continuous Delivery (CI/CD),6
Qualys VMDR,6
Software Engineering Experience,6
Computer science,6
Requirements gathering,6
Organizational skills,6
Middleware Technologies,6
Presto,6
CLI,6
Leadership mentality,6
.NET 6,6
SASS,6
Computer Engineering,6
NoSQL Database,6
Team Management,6
Team Building,6
Financial empowerment,6
Scalable infrastructure,6
DrugFree Workplace,6
Relational Database,6
ORM,6
React Hooks,6
Experience with Financial Workflows,6
Functional Programming,6
Agile Scrum,6
Performance Tuning,6
EKS,6
Cloud migration,6
Testdriven development,6
Memcached,6
Azure Service Bus,6
Team collaboration,6
AWS Solutions Architect  Associate certification,6
Version control systems,6
Sequoia Capital,6
Lightspeed Ventures,6
Tiger Global Management,6
A16Z,6
Accel,6
DFJ,6
GODIVA,6
BLONDISH,6
Market,6
Les Benjamins,6
Cloud Infrastructure,6
Trello,6
VS Code,6
Pair programming,6
AI/ML,6
Github Actions,6
Personal projects,6
React Router,6
4+ Years Software Engineering Experience,6
API Design,6
5+ years of experience in NodeJS Angular JavaScript TypeScript or Java,6
Java Spring Boot,6
Financial Data,6
Curiosity about latest AI,6
Training,6
A/B testing,6
Saturation testing,6
Resilience testing,6
6+ Years Software Engineering Experience,6
Container Orchestration Services (Docker Kubernetes),6
Software Development Principles,6
Data Pipelining,6
GeoSpatial,6
3D Systems,6
1+ Year Cloud Computing Experience,6
Agile process,6
Software Deployment,6
Open Source RDBMS and NoSQL databases,6
AWS Solutions Architect  Associate,6
Business acumen,5
Technical roadmaps,5
Test automation,5
Middleware,5
Infrastructure as code,5
React.JS,5
Angular 3+,5
Application development,5
Automated tools,5
Excitement for web3,5
Asynchronous programming,5
WebLogic,5
PLSQL,5
Learning,5
Security Best Practices,5
Operating systems,5
User experience,5
Performance testing,5
User stories,5
Angular.js,5
Multithreading,5
JavaScript/TypeScript,5
Research,5
Software Documentation,5
XHTML,5
Ajax,5
Power BI,5
Competitive salary,5
Unlimited PTO,5
Requirements Analysis,5
AWS TGW,5
VPN,5
Reporting,5
CMS,5
FastPaced Environment,5
Execution,5
Strong Communication Skills,5
RESTful Web Services,5
Opensource Frameworks,5
ASP.NET Core,5
SSIS,5
Azure SQL,5
Continuous Improvement,5
JBoss,5
Privacy,5
Operational Stability,5
gRPC,5
Industry Trends,5
Spring boot,5
TDD (Test Driven Development),5
Sonar,5
OpenID Connect,5
Interactive Loyalty tools,5
UX design,5
Leadership skills,5
1+ year of cloud computing experience,5
Cloud Native Software Solutions,5
Operating Systems,5
Mathematics,5
Cesium,5
QA,5
Objectoriented Programming,5
Business Rules,5
Resilience,5
Agile Teams,5
AWS Solutions Architect Associate,5
Spring Data,5
npm,5
Analytical thinking,5
Analytical Thinking,5
API integration,5
Notion,5
Responsive Design,5
Business requirements,5
Firebase,5
Red Hat Enterprise Linux (RHEL),5
Agile Project Management,5
Java 8+,5
Engineering efficiency,5
Passion for Brand and Creator Economy,5
UX/UI design,5
Industry trends,5
AWS Solutions Architect Associate certification,5
Software applications,5
Asynchronous Programming,5
Hive,5
WCAG,5
NoCode Development,5
Microservice Architecture,5
Credentials,5
Secrets,5
DoD 8140.03,5
Aurora,5

total_count,47436,total_skills,8493
