Skill,Count
Highdegree of autonomy,3
Looker,3
Bachelor's degree in computer science,3
FDA Approval,3
Voice Biomarker Software,3
Systems ownership,3
Medical Device,3
Ph.D.,3
EndtoEnd ML Ops,3
AllIn,3
ProductionGrade Models,3
Machine Learning Systems,3
Architectural design,3
Product Ownership Experience,3
5+ years of experience in machine learning model development and deployment,3
Inperson Environment,3
Strong Work Ethic,3
ML Model Optimization,3
FDA Approvals (SaMD),3
Mesos,3
Conflict Resolution,3
Budget Allocation,3
Quarterly OKRs,3
Microbiology,3
Molecular Sciences,3
Cepheid Infinity,3
Hologic Panther,3
Cobas 6800,3
Biofire Film Array,3
Genmark ePlex,3
BD MAX,3
Meridian Alethia,3
Copan WASPLAB,3
Bruker Malditof,3
Beckman Coulter MicroScan Walkaway,3
Biomerieux Vitek,3
ASCP Certification,3
CLIA ’88 Equivalent,3
HEW/HHS Certification,3
Registry Eligible,3
Sagemaker,3
Algorithm Development,3
Team work,3
Strong programming skills in Python,3
Performance Tuning,3
Development,3
Quick Feedback,3
Model Retraining,3
High Availability,3
Software Deployment,3
Software Maintenance,3
Elasticsearch,3
Crossfunctional teams,3
Bonus points,3
ML Service APIs,3
Empathetic leader,3
Availability,3
Product Design,3
Feedback and Acknowledgments,3
Economy,3
Negotiation,3
ML industry impact through conference presentations papers blog posts open source contributions or patents,3
Cybersecurity,3
Ansible,3
Data engineering/ ETL pipeline,3
Experimentation + A/B testing,3
Systems Design,3
Continuous improvement,3
ML service APIs,3
Security detection,3
Risk profiling,3
Agile environment,3
Budget allocation,3
Written Communication,3
Machine Learning Algorithms,3
Machine Learning Applications,3
Health Benefits,3
Financial Benefits,3
Efficient Protocols,3
Salary range: $160000  $200000 annually,3
OKRs,3
FDA Approvals for SoftwareasaMedical Device (SaMD),3
Continuous Delivery,3
Experience developing and deploying ML solutions in a public cloud,3
Scripting,3
Test automation,3
Antibody Discovery,3
GPU,2
Bachelor's degree in Computer Science Machine Learning Artificial Intelligence,2
5+ years of handson experience in machine learning model development and deployment,2
Advanced Analytics,2
ObjectOriented Programming,2
Bias,2
Performancebased Incentive Compensation,2
Machine learning algorithms,2
Exploratory Data Analysis,2
OpenSource ML Software,2
Cloud,2
UiPath AI Center,2
Medical,2
Dental,2
Machine Learning Modeling,2
Productionizing ML Models,2
CloudBased Architectures,2
Data Gathering and Preparation,2
Agile Team Collaboration,2
Node,2
Team development,2
Performance evaluation,2
Distributed databases,2
Programming (Python),2
Deeplearning models,2
Peerreviewed AI journals,2
Model Governance,2
Training,2
ML Infrastructure,2
Server Side Rendering,2
SQL Server,2
Efficiency,2
Accuracy,2
Decision Making,2
huggingface,2
Requirement analysis,2
Model prototyping,2
Machine learning strategy,2
Ethical considerations,2
Robotic Process Automation,2
Risk Assessment,2
Industry Trends,2
Statistical Modelling,2
Academic Publications,2
Coordination,2
GitHub Actions,2
Generative models,2
Version control,2
Technical writing,2
Data Scientist,2
Credit Underwriting,2
Paid Time Off,2
Perception,2
Foundation Models,2
People Leader,2
ML Solutions,2
Huggingface,2
Cloud Platform,2
Probability theory,2
Medical Imaging,2
Attention Mechanisms,2
Tokenization,2
Hugging Face,2
GPT3,2
Audio,2
Data Wrangling,2
Experience with Financial Workflows,2
Writing,2
HSA,2
FSA,2
Timeline Management,2
Data warehousing,2
Big Data technologies,2
Analytics,2
Streamlit,2
Gen AI,2
Milvus,2
FAISS,2
Pinecone,2
Vespa,2
Transformer Models,2
Language Modeling,2
Sentiment Analysis,2
XLNet,2
Scalable Model Training,2
GPU Acceleration,2
Regressions,2
Technical communication,2
Productiongrade machine learning models,2
Endtoend deeplearning models,2
Empathetic leadership,2
Credit Risk,2
Quantitative Analysis,2
Data Slicing,2
Graph Theory,2
Probabilistic Methods,2
Deep Neural Networks,2
Machine Learning Solutions,2
Cloud Infrastructure,2
AI/ML engineering,2
ML model development,2
Product development,2
AWS Sagemaker,2
Sensor Data Processing,2
LibTorch,2
Bayesian Inference,2
US Citizenship,2
Data extraction,2
Cloud deployment,2
Bash Scripting,2
Order History,2
Product Utilization,2
Customer Industry Classification,2
Search History,2
Feature Stores,2
Auto ML,2
Time Series Data,2
Protein Engineering,2
Drug Discovery,2
Data collection,2
Chatbots,2
Splunk,2
Argo,2
ObjectOriented Design,2
System Optimization,2
Critical thinking,2
Remote Sensing,2
Genomics,2
Climate Change,2
Soil Health,2
Plant Breeding,2
Computational Strategies,2
Data Streaming,2
Teaching Experience,2
CloudFormation,2
Agile software development,2
Stakeholder management,2
Explainability,2
NoSQL databases,2
API,2
Cheminformatics,2

total_count,18092,total_skills,4060
