Skill,Count
SRE principles,17
Fullstack development tools and technologies,17
Agile development methodology (Scrum),17
NodeJS,16
Flask,16
Cloud,16
Distributed Computing,16
Containerization,16
Analytical Skills,16
AWS Lambda,16
4+ years of experience,16
Team Collaboration,16
Cloud Operations,16
Process Improvement,16
Security Best Practices,16
Backend Software Engineering,16
Confluence,16
Gitlab,16
Datadog,16
Computer Vision,16
Cloud infrastructure,16
AI,16
Senior Software Engineer,16
6+ years of professional software engineering experience,16
System Architecture,15
Agile methodologies,15
Distributed computing,15
System design,15
ReactJS,15
Reliable Systems,15
SRE/DevOps,15
Engineering,15
EMR,15
Technical Leadership,15
Data Lake Infrastructure,15
gRPC,15
Internal Systems,15
Logging,15
PubSub,15
Artificial intelligence,15
Web applications,15
1+ years of people management experience,15
Big data,15
Technical Writing,15
Problemsolving skills,15
Back End Software Engineer,15
Strong CS fundamentals,14
Testdriven development,14
Technical Solutions,14
Distributed Storage Systems,14
ElasticSearch,14
Code quality,14
Single page applications,14
System configuration,14
Containers,14
Traffic Infrastructure,14
Database Systems,14
ECS,14
Computer science,14
Digital Product Management,14
AWS services,14
Project management,14
Implementation,14
Code Reviews,14
Entrepreneurial environment,14
Web Applications,14
AWS Certified Solution Architect Associate Certification,14
New Relic,13
Pair Programming,13
AWS tools,13
Data Ingestion,13
Version control,13
Continuous Feedback,13
Software Deployment,13
Cloud Architecture,13
Redshift,13
Code reviews,13
Analytics,13
Attention to Detail,13
Time Management,13
Business Problem Decomposition,13
Google App Engine,13
Agile Development Methodology (Scrum),13
Apache Airflow,13
Data Integrity,13
Cloudbased Solutions,13
Autonomy,12
Flexibility,12
Fullstack development tools,12
Integration Testing,12
5+ years of experience in Go Java or Scala,12
High Availability,12
Data Modeling,12
Version Control,12
Scalable code,12
Hibernate,12
Continuous Deployment,12
Complex Software Systems,12
Data engineering,12
Reliable systems,12
Database systems,12
Cloud MessageBased Architectures,12
Scalable Distributed Systems,12
User Experience,12
Research,12
Computer Engineering,12
Slack,12
Scaling,12
Automation Testing,12
Data science,12
Payment processing,12
Time management,12
APIDriven Web Applications,12
Single Page Applications,12
GitHub,12
Mentorship,12
Data Security,12
Product Development,12
Glue,12
Technical leadership,12
NYC,12
Cloud architecture,12
Algorithm complexity analysis,12
AWS EMR,12
Backend architecture,12
EC2,11
Ansible,11
Agile teams,11
Support,11
HTML/CSS,11
RDS,11
Regulatory Compliance,11
Data Processing Pipelines,11
Backend Engineer,11
OOP,11
Performance optimization,11
Programming,11
Shell Scripting,11
GIT,11
Versioning,11
API Services,11
Spring Framework,11
SRE Principles,11
Best Practices,11
Maven,11
Emerging Technologies,11
Computer networking,11
Remote work,11
Service Deployment,11
Iteration,11
Project Management,11
Production Engineering,11
Mathematics,11
Full stack development,11
Container Orchestration Services,11
Integration testing,11
Software Maintenance,11
Graph design principles,11
Infrastructure Engineering,11
Frameworks,11
Algorithm Complexity Analysis,10
C,10
Analytical Thinking,10
Critical Thinking,10
Stream processing,10
ETL,10
Data integrity,10
Software support,10
Apache Spark,10
Team collaboration,10
JUnit,10
SOAP,10
.NET Core,10
Remote Work,10
Systems Programming Languages,10
4+ years of software engineering experience,10
Data ingestion,10
Computer vision,10
Crossfunctional collaboration,10
Product development,10
Kinesis,10
Technical writing,10
Container Infrastructure,10
ObjectOriented Development,10
Portfolio Management,10
APIdriven Web Applications,10
High Growth Startup Environment,10
Agile Methodology,10
Internal systems,10
Objectoriented development,10
Quality assurance,10
Teamwork skills,10
Frontend Frameworks,10
Backend Frameworks,10
Graph Design,9
Payment Processing,9
Passion,9
Windows,9
Software implementation,9
Complex Software Development,9
Frontend development,9
Oracle,9
Container orchestration,9
Software Implementation,9
Complex software systems,9
API Integration,9
Learning,9
Ecommerce,9
BuildKite,9
Strong CS Fundamentals,9
Recommendation Systems,9
Data volumes,9
Libraries,9
Code Quality,9
Cost Savings,9
Palo Alto,9
San Francisco,9
Chicago,9
Systems engineering,9
English,9
Collaborative teamwork,9
Database Platforms (MySQL),9
Container infrastructure,9
2+ Years of Experience in Agile Practices,9
2+ years of experience with AWS GCP Azure or another cloud service,9
PySpark,9
Masters Degree,9
LowLatency Systems,9
Cloud computing platforms,9
Resilience,9
Lua,9
Equity,8
Big O Notation,8
Networking,8
Software deployment,8
Software maintenance,8
Digital product management,8
Test Driven Development,8
Rebalancing,8
Equal Opportunity Employer,8
OAuth,8
SaaS,8
Android,8
Continuous learning,8
AWS Solutions Architect,8
Production quality deployment,8
Third party APIs,8
iOS,8
Cloud Computing (AWS Microsoft Azure Google Cloud),8
Maintainability,8
J2EE,8
Stakeholder Collaboration,8
Skilling,8
FinOps,8
Mobile Development,8
MQ,8
CrossFunctional Collaboration,8
Zoom,8
Written Communication,8
Verbal Communication,8
Best practices,8
UI testing,8
Speech,8
Integrity,8
Quality,8
OpenSource Frameworks,8
Frontend Development,8
Database Platforms,8
Shell,8
Investment Sourcing,8
Deal Management,8
Infrastructure engineering,8
Quality Assurance,8
Container orchestration services,8
Clientserver single page applications,8
Big O notation,8
Humancentric approach,8
Infrastructure as code,8
Architecture Reviews,8
User experience,8
ML,8
Realtime Data Processing,8
HighThroughput Systems,8
Bash,8
Equal opportunity employer,8
5+ years of experience in Java or Python,8
Lean,7
HumanCentered Design,7
Streaming Data Services,7
RealTime Data Processing,7
MultiThreading,7
Third Party APIs,7
High availability,7
Test Automation Tools,7
Feature Definition,7
Data Volume Scaling,7
Initiative,7
Monitoring tools,7
Order Management System,7
Apache,7
Software Support,7
Software Quality Assurance,7
AWS Cloud,7
Product Definition,7
Realtime,7
Grafana,7
Automated Testing,7
Unlimited PTO,7
Caching,7
OpenAI,7
Elasticsearch,7
Flexible PTO,7
Code refactoring,7
Ownership,7
Coding standards,7
Frontend frameworks,7
Mockito,7
Mongo DB,7
Flink,7
CI/CD Processes,7
Scalable Code,7
Serverless,7
Automated testing,7
Monitoring Tools,7
Release Processing,7
High Growth Startup,7
Memcached,7
Data Consistency,7
Cloud Computing Platforms,7
BackEnd Development,7
Data warehousing,7
Streaming Data,7
Azure Functions,7
Apache Camel,7
Pair programming,7
Serviceoriented architectures,7
DataDriven Decision Making,7
Cloudbased computing,7
Application Development,7
BigQuery,7
Usability,7
Complex Business Problem Decomposition,7
Serverless Infrastructure,7
Critical thinking,7
2+ years experience with AWS,7
Programming Languages (Python Go Java C++),7
Software engineering practices,7
Continuous Improvement,6
Decision Making,6
Database Optimization,6
1+ year of cloud computing experience,6
Amazon Web Services (AWS),6
Version Control Systems,6
Backend systems,6
Data Governance,6
Agile Development Methodology,6
Realtime Systems,6
Cloud application development,6
Code repositories,6
Operational excellence,6
Software quality,6
SQS,6
Core Java,6
Authentication and API Services,6
Documentation Writing,6
Mongo,6
Logging Tools,6
2+ years experience in Agile practices,6
Distributed storage systems,6
Perl,6
Apache Kafka,6
Cucumber,6
Node.JS,6
SCRUM,6
Test Plans,6
Unit Tests,6
Nginx,6
Springboot,6
Junit,6
Datadriven approach,6
CS Fundamentals,6
Bootstrap,6
Technology Trends,6
AI/ML,6
Agile methodology,6
Serverless Computing,6
Rails,6
Deal management,6
Portfolio management,6
Mesos,6
Data storage,6
Generative AI,6
Blockchain,6
Requirements Gathering,6
React Native,6
Cloud Data Pipelines,6
Bioinformatics,6
Regulatory compliance,6
STEM,6
Security best practices,6
Distributed storage,6
Selfmotivation,6
Back end development,6
4+ years of experience in software engineering,6
Functional Programming,6
Database,6
Software Integration,6
APIs (REST GraphQL XML HTTP JSON),6
Data governance,6
Integration,6
AWS Solutions Architect  Associate certification,6
React.js,6
Software Development Life Cycle,6
DeFi,6
Kubernetes Operator Development,6
Build and test systems,6
CodeDeploy,6
Entrepreneurship,6
Cloud Platforms (AWS/GCP/Azure),6
Software engineering experience,6
ObjectOriented Design,6
HumanCentric Approach,6
Financial Empowerment,6
AWS Solution Architect,6
Backend Systems Development,6
Web application frameworks,6
Unit tests,6
Automated testing frameworks,6
System health,6
Backend frameworks,6
UX,6
CloudBased Computing,6
2+ years of experience with Agile practices,6
Performance Based Incentive Compensation,6
Small team,6
Protobufs,6
7+ years of experience in Java Scala Python Go or Node.js,6
Identity and Access Management,6
Process improvement,6
AWS Solutions Architect  Associate,6
Collaborative teammate,5
Observability,5
Nonrelational databases,5
1 year experience with cloud computing,5
Next.js,5
Frontend Engineering,5
Software Development Life Cycle (SDLC),5
Experience in Agile practices,5
SpringBoot,5
Technical Documentation,5
1+ years of experience with Kafka and Stream processing technologies,5
JVM Language,5
2+ Years Experience in Agile Practices,5
Authentication Services,5
Complex Problem Solving,5
Entity Framework,5
Domain Driven Design,5
Node JS,5
Serverless infrastructure,5
Logging tools,5
Traffic infrastructure,5
RESTful,5
AJAX,5
Experience in open source frameworks,5
3+ years of experience in opensource frameworks,5
Stream processing technologies,5
Monitoring and Reliability,5
Symfony,5
Composer,5
Startup Environment,5
Reliability Guidelines,5
UNIX/Linux,5
DevSecOps,5
1+ year experience with cloud computing,5
Fargate,5
RabbitMQ,5
7+ years of experience,5
Startup Experience,5
Microservices architecture,5
Cognito,5
AWS Solutions Architect Associate,5
ORM,5
ChatGPT,5
RESTful API,5
Database Design,5
Investment sourcing,5
Agile Methodologies,5
Agile/Scrum,5
Clean code,5
AWS Solutions Architect Associate certification,5
ServiceOriented Architecture,5
Cloud Service,5
Pig,5
Highthroughput lowlatency distributed systems,5
Collaborative Team Player,5
Senior Backend Software Engineer,5
Computer Science Degree,5
Java application framework,5
User experience design,5
Public cloud environment,5
Prioritization,5
Latency,5
Data Storage,5
Scalable Architecture,5
Master's degree,5
Serverless computing,5
API services,5
Software Engineering Experience,5
Team Player,5
System Health,5
Data Lineage,5
Amazon AWS,5
Production Systems,5
Gradle,5
Empathy,5
2+ years of experience with AWS GCP Microsoft Azure or another cloud service,5
Build and Test Systems,5
Back End,5
High growth startup,5
Data access,5
Data lineage,5
Data monitoring,5
Security controls,5
Cloud data pipelines,5
Product Feature Development,5
LargeScale Distributed Storage,5
SDKs,5
Operations,5
System Health Monitoring,5
Cloud Security,5
Algorithm Complexity,5
Celery,5
AWS Certified Data Analytics,5
Senior Software Engineer  Backend,5
Heart,5
Simplicity,5
Wow,5
Small Team,5
Reliability guidelines,5
Technical design,5
GitLab,5
System Monitoring,5
Team building,5
R,5
A16Z,5
Prototyping,5
Full stack,5
Chef,5
4+ Years of Experience in Open Source Frameworks,5
Equity compensation,5
Mobile development,5
Problem Decomposition,5
System Programming,5
Analytical thinking,5
Distributed web applications,5
Apache EMR,5
Test plans,5
Maintenance,5
Performance Testing,5
Realtime data processing,5
Data Visibility,5
Code maintainability,5
System Reliability,5
Highlyavailable RESTful services,5
Engineering practices,5
4+ years of experience in software development,5
5+ years of people management experience,5
Big data environments,5
Open source,4
Purpose,4
8+ years of professional software engineering experience,4
Production Quality,4
React JS,4
Digital product managers,4
Continuous Integration/Continuous Delivery (CI/CD),4
6+ years of software engineering experience,4
Security Controls,4
Database Technology,4
Asynchronous message processing,4
Application development,4
Earlyemployee equity packages,4
Tomcat,4
Professional software engineering experience,4
Diversity and Inclusion,4
AWS API Gateway,4
AWS S3,4
Vue,4
Express.js,4
4+ Years Experience,4
3+ years experience in open source frameworks,4
Streaming,4
JavaFX,4
Test Automation,4
Analysis,4
Redux,4
Prometheus,4
Azure DevOps,4
Spring Data,4
Automated tools,4
Business intelligence,4
Stored procedures,4
System architecture,4
Microsoft Teams,4
Consistency,4
Customer focus,4
Tooling Development,4
Internal & external technology communities,4
FastAPI,4
Software design patterns,4
Diversity and inclusion,4
ProblemSolving Skills,4
Startup,4
Data analytics,4
Training,4
Health benefits,4
SEO,4
Estimation,4
Accuracy,4
Master's Degree (Preferred),4
Natural language processing,4
Statistics,4
Robotics,4
Cloud platforms (AWS/GCP/Azure),4
Mobile Backend Development,4
Realtime systems,4
Serviceoriented Architectures,4
Medical Devices,4
Software development life cycle,4
Strong work ethic,4
Eventdriven architecture,4
Third party API integration,4
Team player,4
IT,4
Data Access,4
Data Monitoring,4
Streaming data services,4
Systems programming languages,4
Datadriven Decision Making,4
Bachelor's degree in Computer Science,4
5+ years of experience in Python JavaScript Java TypeScript or Go,4
2+ years of experience with computer networking,4
NestJS,4
Skill Development,4
Software Requirements Gathering,4
GoLang,4
Systems Design,4
BDD,4
Cloud Platforms (AWS Azure),4
ClientServer Single Page Applications,4
Production engineering,4
Realtime Analytics,4
Graph Design Principles,4
Craftsmanship,4
Design and Development,4
7+ years of backend engineering experience,4
DAOs,4
Scalable Architectures,4
Release Management,4
System Scalability,4
Software documentation,4
CrossFunctional Teams,4
Investment,4
Datadriven decisions,4
Skilling up,4
Serverless programming,4
Ruby on Rails,4
Unix/Linux,4
Software Project Management,4
Performance tuning,4
.NET,4
Startups,4
AWS cloud,4
Java 8,4
PL/SQL,4
Experimentation,4
High growth startup environment,4
Docker Container Orchestration,4
Web3,4
Standards,4
Collaborative crossfunctional environments,4
C/C++,4
Cloud messagebased architectures,4
Database platforms,4
Investment Management,4
Competitive Pay,4
Full Benefits,4
FrontEnd Development,4
Release processing,4

total_count,37286,total_skills,5859
